II/, ABP/, PLETH/, RESP/
132,163,116,0
132,153,113,0
130,145,111,0
127,136,108,0
123,126,106,0
140,115,104,0
192,102,103,0
231,89,103,0
187,78,102,0
129,73,102,0
121,75,103,0
127,83,103,0
127,91,103,0
127,97,104,0
127,99,104,0
127,99,104,0
126,98,105,0
126,97,105,0
126,96,105,0
126,93,105,1
126,89,105,4
125,83,105,7
125,75,105,11
123,68,105,15
121,61,106,19
119,56,108,24
117,53,110,29
115,50,112,33
115,49,116,39
116,48,120,44
118,48,124,48
123,48,128,53
128,50,132,57
135,55,135,61
139,65,137,65
140,85,139,69
141,115,139,73
142,149,139,77
139,178,138,80
136,197,136,83
133,203,133,86
132,200,130,89
132,190,125,91
131,179,121,94
131,167,118,96
131,157,114,99
131,147,111,101
128,138,109,103
123,128,107,104
122,117,106,106
167,104,105,107
223,91,104,109
229,79,104,110
146,72,104,111
121,73,104,112
126,79,105,113
127,87,105,113
126,92,106,114
126,94,106,114
126,95,107,114
126,94,107,114
126,93,107,114
126,92,107,114
126,90,107,113
126,87,106,112
125,81,106,110
125,73,106,108
123,66,106,106
122,59,106,103
119,54,107,100
116,50,109,97
114,47,112,94
113,45,114,91
113,45,117,87
116,44,121,83
120,44,125,79
127,45,129,75
134,48,133,70
138,56,136,66
141,73,138,62
142,99,139,58
143,133,139,54
141,166,138,49
137,190,136,45
134,201,134,41
133,200,130,37
132,192,127,33
132,181,123,28
132,170,119,25
132,160,116,21
132,151,113,18
129,142,110,15
124,133,108,13
122,123,106,11
157,111,105,9
218,98,104,8
234,85,103,7
161,76,103,6
122,74,103,5
126,79,104,5
127,88,104,5
127,95,105,5
127,98,105,6
127,99,106,8
126,99,106,10
126,98,107,12
126,97,107,15
126,96,106,18
126,93,106,22
126,88,106,26
125,81,106,30
124,73,106,34
122,65,107,37
120,59,108,41
118,55,109,45
115,52,112,50
114,50,114,54
115,49,118,59
117,48,122,63
120,48,126,68
126,49,130,72
132,51,134,76
137,58,136,80
140,72,139,83
140,97,140,87
142,129,140,91
141,163,140,94
137,189,138,97
134,202,135,101
132,203,132,104
132,196,128,106
131,186,125,108
131,175,121,110
131,164,118,112
131,154,115,114
129,145,112,115
125,135,110,117
122,125,108,118
141,113,107,120
196,100,106,121
229,86,106,122
181,76,105,123
126,72,105,124
120,75,106,125
126,83,106,126
126,91,107,127
126,94,107,127
126,95,107,128
126,95,108,128
125,94,108,128
125,93,108,128
125,92,107,128
125,89,108,127
124,85,110,126
124,79,110,125
123,71,110,124
122,64,111,121
120,58,112,119
117,53,113,117
114,49,115,115
112,47,118,112
112,45,121,110
113,45,125,107
116,44,129,103
122,45,134,99
129,47,138,95
136,52,141,91
139,63,144,86
140,85,145,81
142,115,145,76
142,149,144,72
138,178,143,68
135,195,141,64
133,200,138,60
132,195,135,56
132,186,131,52
132,175,127,48
132,164,123,44
132,154,120,40
131,145,117,37
127,136,114,34
123,126,112,31
136,115,111,28
186,103,110,25
230,90,110,23
194,78,110,20
133,72,110,18
122,73,110,16
127,80,111,15
127,89,111,14
127,95,112,13
127,97,112,12
127,98,112,11
127,97,113,11
127,97,113,11
127,96,113,12
127,94,113,12
127,90,112,13
126,84,112,14
125,76,112,15
124,69,112,17
122,63,112,18
120,58,113,20
117,54,115,22
115,52,118,25
115,50,121,27
116,49,124,30
119,48,128,33
123,48,132,36
129,49,135,39
135,53,139,42
139,63,141,46
140,82,144,49
141,111,145,52
142,146,145,55
140,177,144,59
137,197,142,63
134,205,139,67
132,201,136,71
132,192,132,74
132,181,129,78
132,169,126,81
132,159,122,85
131,149,119,89
129,140,117,93
123,130,114,97
122,119,112,101
161,106,111,105
221,93,110,109
233,80,110,113
154,71,110,117
121,71,110,120
125,78,110,124
127,87,111,127
126,93,111,130
126,95,112,132
126,95,112,135
126,95,112,137
126,94,112,139
126,93,112,141
126,91,112,142
126,87,111,143
125,82,111,143
124,75,111,143
123,67,111,141
121,60,112,140
119,55,113,138
116,51,116,135
114,48,118,132
112,46,121,129
113,45,125,125
115,44,128,122
119,44,132,118
125,45,136,114
132,48,139,110
138,55,142,106
140,71,144,101
142,96,145,96
143,129,145,91
141,162,145,87
137,187,143,82
135,198,141,78
133,199,137,74
132,192,134,70
132,182,130,65
133,171,126,61
133,161,122,57
132,152,119,53
130,143,116,49
125,134,114,46
123,124,113,42
153,113,112,39
214,101,111,37
233,88,110,34
170,78,110,33
125,74,110,31
123,78,111,29
128,86,111,28
128,94,111,27
127,99,112,26
127,101,112,26
127,101,112,26
127,101,113,27
127,101,113,27
127,99,113,29
127,96,113,31
126,91,113,34
126,85,113,37
125,77,113,41
123,70,113,45
121,64,115,49
119,59,116,53
116,56,117,58
115,54,119,63
115,53,122,69
116,52,126,75
119,52,130,82
125,53,134,90
132,56,138,97
138,63,142,104
141,77,144,112
141,103,145,120
142,137,146,129
142,172,145,138
138,198,144,149
135,211,141,160
133,213,138,173
132,206,134,185
132,195,131,198
132,183,128,211
132,172,124,223
132,162,121,234
131,153,119,244
127,145,117,254
122,135,115,255
135,124,113,255
187,111,113,255
235,98,112,255
200,88,112,255
136,84,112,255
123,87,112,255
127,95,112,255
127,102,112,255
127,106,113,255
127,107,113,255
126,106,114,255
126,105,114,255
126,105,115,255
126,103,115,255
126,101,115,255
126,96,115,255
125,89,115,255
124,81,115,255
123,73,115,255
121,67,116,255
119,62,118,255
116,59,119,255
114,57,122,255
114,57,126,255
115,56,131,255
117,55,135,255
122,56,139,255
128,57,143,255
135,61,146,255
139,71,148,255
140,90,149,255
141,121,150,255
142,157,149,255
138,189,148,255
135,208,145,255
133,214,143,255
131,209,140,255
131,199,136,255
131,187,133,255
131,175,129,255
131,164,125,255
130,154,123,255
127,145,121,255
122,136,120,255
130,125,120,255
173,113,119,255
230,99,119,255
233,88,119,255
145,81,119,255
121,83,119,255
126,90,119,255
127,98,119,255
126,103,119,255
126,105,120,255
126,105,120,255
126,104,121,255
126,103,121,255
126,101,121,255
126,99,121,255
126,95,120,255
125,89,120,255
124,81,119,255
123,73,119,255
122,67,120,255
120,61,122,255
117,57,124,255
115,55,127,255
114,53,131,255
115,52,135,255
117,51,139,255
121,51,144,255
127,52,147,250
134,55,150,244
138,63,152,236
140,78,153,227
141,103,153,219
141,136,152,211
139,168,149,204
135,191,147,196
133,202,144,189
131,202,141,181
131,194,137,174
131,183,134,167
130,172,131,160
131,161,128,154
130,151,125,148
127,141,122,143
122,132,121,137
122,121,120,132
166,109,119,127
224,95,119,122
232,83,120,118
148,74,119,113
120,73,118,109
125,79,117,105
126,87,117,101
125,93,117,98
125,96,117,95
125,97,117,91
125,97,117,88
125,95,117,84
125,94,117,81
125,92,117,77
125,88,117,74
124,83,117,70
123,76,117,67
122,68,117,63
121,62,117,59
118,57,118,55
115,53,119,49
112,50,122,44
112,48,125,39
112,47,129,33
115,45,133,27
119,45,137,21
125,46,140,16
133,49,143,11
138,56,145,6
140,71,146,2
141,96,146,1
142,129,146,0
140,161,143,0
136,185,141,0
134,197,137,0
132,198,133,0
132,191,128,0
131,181,124,0
131,169,119,0
131,159,116,0
131,149,113,0
129,140,110,0
124,131,108,0
122,121,107,0
156,109,106,0
215,96,105,0
231,83,105,0
162,73,105,0
122,71,106,0
126,77,106,0
127,85,106,0
127,93,106,0
127,97,106,0
127,98,106,0
127,98,106,0
127,97,105,0
127,96,105,0
127,95,105,0
127,93,105,0
126,87,105,0
126,80,105,0
125,73,105,0
123,65,106,0
121,60,107,0
119,55,109,0
116,53,112,0
115,51,114,0
115,49,117,0
117,49,121,0
120,49,125,0
126,49,129,0
132,52,132,0
138,58,135,0
140,71,136,0
141,95,137,0
142,127,137,0
143,161,135,0
139,187,133,0
136,202,131,0
134,204,127,0
133,198,124,1
132,187,120,3
132,175,117,8
132,165,113,13
132,155,111,19
131,146,108,24
127,137,107,29
123,127,105,34
135,115,104,38
184,102,103,43
230,89,103,47
197,79,103,52
135,74,103,56
123,78,104,61
127,86,104,65
127,94,105,69
127,98,105,72
127,99,105,75
127,99,106,79
126,97,106,82
126,96,105,84
126,95,105,87
126,92,105,89
126,88,105,91
125,82,105,92
124,75,105,93
123,67,106,93
121,61,107,94
119,56,110,94
116,53,112,94
114,50,116,93
113,48,119,92
114,47,124,91
117,46,128,89
121,46,132,87
128,47,135,86
134,51,137,84
138,61,139,82
140,80,139,79
141,109,139,77
142,143,138,75
140,173,136,72
136,193,133,70
134,199,129,67
132,196,125,65
132,187,122,63
131,176,118,61
131,165,115,59
131,155,113,57
131,145,110,55
128,137,108,53
123,127,106,52
122,117,105,50
161,104,104,48
222,91,104,47
233,79,104,45
154,71,104,44
121,71,104,43
125,77,104,41
127,85,104,40
126,92,104,38
126,95,105,36
126,95,105,34
126,95,106,32
126,93,106,29
126,92,107,27
126,91,107,24
125,87,107,22
125,81,107,20
124,74,107,18
123,67,108,15
122,60,108,13
120,55,110,10
117,52,111,8
114,49,114,6
113,47,117,3
113,47,121,2
116,46,125,0
119,46,130,0
125,47,134,0
132,50,137,0
138,56,139,0
141,71,141,0
142,96,141,0
143,130,140,0
142,165,138,0
138,191,136,0
135,203,132,0
133,205,128,0
133,198,124,0
132,188,120,0
132,177,117,0
132,167,113,0
132,158,110,0
131,149,108,0
126,140,106,0
122,130,104,0
142,119,103,0
198,106,103,1
236,93,103,3
189,82,103,9
130,77,103,14
122,80,104,22
127,89,104,29
127,97,104,38
126,102,105,47
126,104,105,56
126,105,104,66
126,104,104,75
126,103,104,85
126,102,104,97
126,99,103,109
126,94,103,122
125,87,103,136
124,78,103,148
123,71,104,161
121,64,106,173
119,59,108,185
116,56,111,197
114,54,115,209
114,53,119,222
115,53,124,234
118,53,128,244
123,53,131,254
129,55,134,255
135,61,138,255
139,73,140,255
140,95,141,255
141,127,141,255
142,163,139,255
138,192,137,255
135,209,135,255
133,213,131,255
132,207,127,255
131,197,123,255
131,185,120,255
131,174,117,255
131,164,115,255
130,155,112,255
127,146,111,255
122,137,110,255
128,127,109,255
171,114,109,255
230,101,109,255
234,90,109,255
147,84,110,255
122,85,110,255
127,92,110,255
127,100,111,255
126,105,111,255
126,107,112,255
126,107,112,255
126,106,113,255
126,105,113,255
126,103,113,255
126,101,113,255
126,97,112,255
125,90,112,255
125,83,113,255
123,74,113,255
122,67,114,255
120,62,115,255
117,58,117,255
115,55,121,255
114,54,125,255
115,53,129,255
117,52,134,255
121,52,138,255
127,53,142,255
134,56,145,255
138,63,146,255
140,79,147,255
141,105,147,255
142,138,146,255
140,171,144,255
136,194,141,255
133,205,138,255
132,203,135,255
131,195,131,255
131,184,128,255
131,172,126,255
131,162,123,255
131,152,121,255
129,143,119,255
123,134,118,255
122,123,118,255
156,111,117,255
217,98,117,255
233,85,117,254
162,77,117,253
123,76,118,250
122,81,119,248
127,90,119,245
127,96,119,242
126,99,119,239
126,100,120,236
126,99,119,233
126,99,119,230
126,97,119,226
126,95,118,222
126,92,118,217
126,87,118,212
125,79,118,206
124,71,118,200
123,65,119,193
121,59,120,186
118,55,122,180
115,52,125,173
114,50,128,167
115,48,131,160
116,47,134,153
120,47,138,146
125,48,142,139
132,50,145,131
137,55,148,125
139,69,150,118
140,93,151,112
142,126,150,106
140,161,149,100
137,188,146,94
134,201,143,88
132,202,139,82
131,195,135,77
131,183,132,71
131,171,128,67
131,161,125,62
131,151,121,58
129,142,119,54
124,133,116,51
122,122,115,49
146,111,113,46
203,97,112,44
229,84,112,42
174,73,112,40
124,69,112,38
120,73,112,37
127,82,113,35
126,89,114,34
126,93,115,32
126,95,115,31
126,95,115,29
125,93,116,27
126,92,116,24
125,91,116,22
125,88,116,19
125,83,115,15
124,77,115,12
123,69,115,9
121,62,115,6
119,57,116,3
117,52,117,1
114,49,119,0
112,47,122,0
112,45,126,0
114,44,130,0
117,44,134,0
123,45,137,0
130,46,141,0
136,51,143,0
140,62,145,0
141,82,145,0
142,112,145,0
143,145,143,0
138,175,141,0
135,193,138,0
133,198,134,0
132,194,130,0
132,184,126,0
132,173,122,0
132,162,118,0
132,151,115,0
131,142,113,0
127,133,111,0
123,123,109,0
137,113,108,0
187,100,107,0
231,87,106,0
194,75,106,0
133,69,106,0
122,71,106,0
127,78,106,0
127,87,107,0
127,93,108,0
127,95,108,0
127,96,109,0
127,96,109,0
127,95,108,0
127,95,108,0
127,93,108,0
126,89,107,0
126,82,107,0
125,75,107,0
124,67,108,0
122,60,109,0
120,55,110,0
117,51,112,0
116,49,115,0
115,47,118,0
116,47,121,0
119,47,125,0
122,47,129,0
128,48,132,0
135,52,135,0
139,61,138,0
141,80,140,0
141,109,140,0
142,143,139,0
140,175,138,0
137,195,135,1
134,203,132,3
132,200,129,7
132,191,126,11
132,179,122,16
132,167,118,20
131,157,115,25
131,147,112,29
128,138,110,33
123,128,108,37
122,117,106,42
155,105,106,46
214,91,105,50
230,79,105,55
160,71,106,59
122,71,106,64
125,78,106,68
127,86,107,72
126,92,107,75
126,95,107,79
126,94,108,81
126,93,108,84
125,92,109,86
125,91,109,87
125,89,109,88
125,87,109,89
125,81,109,89
124,74,109,89
123,66,109,89
121,59,110,88
119,54,111,86
116,50,113,85
113,47,115,82
112,45,118,79
112,43,122,76
114,43,126,72
118,43,130,68
124,44,133,64
131,46,136,60
137,52,139,56
140,65,140,53
141,89,141,49
142,121,141,45
141,155,139,42
138,182,137,38
135,196,134,34
133,198,131,30
132,191,127,27
132,181,123,24
132,170,119,21
132,159,116,18
132,149,113,15
130,141,111,12
126,132,109,9
123,122,108,7
142,111,107,4
198,99,106,2
233,86,106,0
184,75,106,0
128,71,106,0
122,74,107,0
128,82,107,0
127,90,108,0
127,95,108,0
127,96,108,0
127,96,108,0
127,96,108,0
127,95,108,0
127,94,108,0
126,92,108,0
126,88,107,0
125,81,107,0
125,73,108,1
123,66,108,3
121,60,110,6
119,55,112,8
116,51,114,12
115,48,117,15
115,47,120,18
116,46,124,21
119,46,128,24
123,46,133,27
129,48,136,31
136,53,139,35
140,65,141,39
141,85,142,43
142,115,142,47
142,149,141,51
139,179,139,55
136,197,137,59
134,203,134,63
132,199,131,67
132,189,127,72
132,177,123,77
132,166,120,81
132,156,117,86
131,147,114,91
128,138,111,95
123,128,109,100
123,117,108,104
166,105,107,107
222,91,106,111
229,79,106,114
147,73,106,117
120,73,107,120
126,79,107,123
127,87,108,126
126,92,109,128
126,94,109,130
126,94,109,132
126,93,109,134
126,93,109,135
126,91,109,136
126,89,109,136
125,86,109,136
125,80,109,136
124,73,109,134
123,65,109,133
121,59,110,131
119,53,111,130
116,49,113,127
113,46,116,125
112,44,119,122
112,43,123,119
115,43,127,115
119,43,131,111
125,44,135,107
132,47,137,103
138,54,139,99
140,69,141,95
141,96,141,90
142,129,140,86
141,163,139,81
137,187,137,76
134,198,133,70
133,197,130,65
132,190,126,60
132,179,122,55
132,168,118,51
132,157,115,46
131,148,112,43
130,139,109,39
124,131,107,36
122,121,105,32
151,109,104,29
211,96,104,26
231,83,104,24
168,72,104,21
124,69,105,19
122,73,106,17
127,82,106,16
127,91,107,14
127,95,107,13
127,96,108,12
127,96,108,12
127,96,108,12
126,95,108,12
126,94,108,12
126,91,108,12
126,86,108,12
125,79,108,13
124,71,109,14
123,64,109,15
121,58,110,16
118,53,112,18
116,50,114,19
114,48,117,21
115,47,121,23
116,46,125,25
119,46,129,27
124,46,133,29
131,49,137,32
136,55,139,35
139,68,141,38
140,91,142,41
141,124,142,45
142,158,141,49
139,185,139,53
135,200,136,57
133,203,133,61
133,197,130,64
133,186,126,68
132,175,122,72
132,164,118,77
132,154,115,81
131,145,112,86
127,136,109,90
122,126,108,94
133,115,107,98
179,102,106,102
230,89,106,106
202,78,106,110
138,73,107,114
121,75,107,118
126,83,108,121
127,90,108,125
126,95,108,129
126,96,109,132
126,95,109,135
126,94,109,138
126,93,109,140
126,91,109,142
126,88,109,144
126,84,109,146
125,78,109,147
124,71,109,148
123,64,110,148
121,57,111,148
119,52,113,148
115,49,115,148
113,46,118,147
112,44,121,146
113,43,125,144
116,42,129,142
120,43,132,139
126,44,136,136
133,48,138,132
138,57,141,128
140,75,142,124
141,103,143,120
142,136,142,116
140,167,140,113
136,189,138,108
134,197,134,104
132,196,130,99
132,187,125,95
132,176,122,90
132,165,118,86
132,155,115,82
131,145,112,78
129,137,109,74
123,127,107,70
122,117,106,66
159,105,105,62
218,92,105,58
230,79,105,54
155,70,105,51
121,68,106,47
126,73,107,44
127,82,108,41
127,89,108,39
127,93,109,36
127,95,109,34
127,95,109,32
127,94,109,30
127,93,109,28
127,92,109,27
126,88,108,25
126,83,108,24
125,75,108,23
124,68,109,23
123,61,110,22
121,56,112,22
118,52,114,22
116,49,116,23
114,47,119,23
115,46,123,24
116,45,126,25
120,45,130,26
125,46,133,28
132,49,136,29
137,55,139,30
140,69,140,33
141,95,140,35
142,128,140,38
142,163,139,40
138,189,137,43
135,201,134,46
133,202,131,49
132,195,127,52
132,184,123,56
132,173,119,60
132,162,116,65
132,152,114,70
131,143,111,76
127,134,109,81
122,124,108,87
134,112,107,94
183,99,107,99
232,86,107,105
201,76,107,110
136,72,108,115
122,75,108,121
127,83,108,126
126,91,108,132
126,95,108,137
126,96,109,142
126,96,109,146
126,95,110,150
126,94,110,154
126,93,110,157
126,90,110,161
125,86,110,163
125,79,110,165
124,72,110,167
123,64,111,168
121,57,112,168
119,52,114,169
116,48,116,168
113,45,118,168
112,43,121,167
113,43,125,166
116,42,128,164
120,43,132,162
127,45,136,159
134,49,139,157
138,58,142,154
140,77,143,151
141,106,143,149
142,141,142,146
140,172,140,143
136,193,137,140
133,201,134,137
132,199,130,134
131,190,127,131
131,179,124,127
131,168,120,124
132,158,117,121
131,149,114,118
128,141,112,115
123,132,110,113
121,123,109,111
158,111,108,109
219,98,107,108
234,85,107,107
160,75,107,106
122,73,108,105
126,78,108,105
127,86,109,105
127,94,110,105
126,99,110,106
126,101,111,107
126,101,111,109
126,100,111,111
126,99,111,114
126,98,111,117
126,94,111,121
125,88,110,125
125,81,110,130
124,73,111,134
122,65,111,138
120,59,113,143
118,55,115,148
115,53,117,154
114,51,121,160
114,51,124,166
116,50,129,172
119,50,133,178
125,51,137,184
131,54,141,191
137,61,143,198
140,78,145,205
